word,transcription,definition
𐀭𐀝𐀸𐀲,sa-nu-we-ta,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀭𐀞,sa-pa,"Duhoux 2008: """"name of a (small or inexpensive) [...] textile item"""" cf. σαβάνον?  name of a textile? Palaeolexicon: type of dress Appears as """"sa-pa  o-no"""" on MY Oe 108. AES: KN L? LANA: MY Oe ri-no: KN L? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I """"Mycenaean Anthology"""""
𐀭𐀞,sa-pa,type of dress
𐀭𐀞𐀏𐀳𐀪𐀊,sa-pa-ka-te-ri-ja,"Hiller 2011: 'sacrificial (animals)' Ruijgh 1967: toponym in -ία cf. Σφαχτηρία Σφαχτήρια (but as McArthur 1993 notes of the proposed etymology this """"is achieved by two violations of the Linear B spelling rules: the writing of initial s before p and ka-te not ke-te for -kte."""" also noted by Lejeune 1960 Vilborg 1960 Ruijgh 1967 Chadwick & Ventris 1973) Palmer 1963: not 'victims' due to Mycenaean phonological spelling rule issues Lejeune 1960: 'victims' cf. σφαγιάζομαι Sittig 1956: toponym Appears as “pa-ro / a-pi-qo-ta  sa-pa-ka-te-ri-ja” on KN C 941+. OVIS: KN C Hiller Stefan 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II """"Religion and Cult"""" Lejeune Michel 1960 (RPh) 34 «Essais de philologie mycénienne VI. Les dérivés en -ter-» McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 """"Place-Names in the Knossos Tablets Identification and Location"""" Palmer Leonard R. 1963 Interpretation of Mycenaean Greek Texts Ruijgh C.J. 1967 Études sur la grammaire et le vocabulaire du grec mycénien Sittig E. 1956 Minos 4 «Zur Entzifferung der minoisch-kyprischen Tafel von Enkomi» Vilborg E. 1960 A Tentative Grammar of Mycenaean Greek"
𐀭𐀞𐀝𐀺𐀕𐀜,sa-pa-nu-wo-me-no,"meaning obscure; """"possibly to be divided sa-pa-nu-wo me-no."""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀭𐀟𐀨,sa-pe-ra,"meaning obscure; """"apparently replaces entry giving quantity of oil."""" cf. sa-pi-da Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀭𐀠𐀅,sa-pi-da,"meaning obscure; """"apparently replaces entry giving number of men."""" cf. sa-pe-ra Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀭𐀠𐀆,sa-pi-de,boxes
𐀭𐀠𐀆,sa-pi-de,countable commodity perhaps boxes cf. σαρπίς σαρπός Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀭𐀠𐀴𐀚𐀸𐀍,sa-pi-ti-ne-we-jo,possibly an adjective of sa-pi-ti-nu-wo? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀭𐀠𐀴𐀝𐀺,sa-pi-ti-nu-wo,"Killen 2008: a 'collector' [of sheep]  anthroponym KN As: VIR Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Killen John T. 2008 A Companion to Linear B: Mycenaean Greek Texts and their World Vol. I (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean Economy"""""
𐀭𐀣𐀩𐀍,sa-qa-re-jo,Killen TBD: patronymic  sheep adjective possibly derived from an anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Killen J.T. TBD
𐀭𐀨𐀟𐀅,sa-ra-pe-da,"Duhoux 2008: """"this word looks like a compound of πέδον 'ground'; it could be the name of a kind of land (?) or a [toponym] (?)""""  possibly a toponym  probably a variant of sa-ra-pe-da Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World """"Mycenaean Anthology"""""
𐀭𐀪𐀝𐀺𐀳,sa-ri-nu-wo-te,"toponym cf. Σελινοῦς  variant or error of sa-ri-nu-wo-te Ramón 2011: dative-locative -wo-te 'provided with'; 'rich in celery' """"a Greek derivative of a non-Greek word (σέλινον).""""  probably variant spelling of sa-ri-nu-wo-te Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Ramón J.L. García 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean Onomastics"""""
𐀭𐀪𐀦𐀫,sa-ri-qo-ro,"anthroponym Appears as """"sa-ri-qo-ro  a-we-u-pi"""" on PY An 172. AES: PY Jn VIR: PY An Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀭𐀭𐀍,sa-sa-jo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀭𐀭𐀔,sa-sa-ma,"Melena 1983: sesame seeds cf. σήσαμον Hipponax Doric σᾶσαμον """"Such a phytonym is not attested in Homer who instead mentions a town or spot in Paphlagonia bearing the name Σήσαμος (Iliad 2.863).""""  sesame seed cf. Doric σάσαμον from Semitic loan-word cf. Akkadian šamaššammu Ugaritic ššmn Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Melena José L. 1983 Minos vol. 18 """"Olive Oil and Other Sorts of Oil in the Mycenaean Tablets"""""
𐀭𐀭𐀔,sa-sa-ma,sesame
𐀭𐀭𐀺,sa-sa-wo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀭𐀴𐀥𐀵,sa-ti-qi-to,Chadwick & Ventris 1973 (as sa-ti-[.]): anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀭𐀼𐀫,sa-za-ro,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀭𐀽𐀫,sa-ze-ro,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀭𐀿,sa-zo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀮𐀈,se-do,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀮𐀕𐀶𐀫,se-me-tu-ro,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀮𐀜,se-no,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀮𐀪𐀜,se-ri-no,celery
𐀮𐀵𐀂𐀊,se-to-i-ja,"McArthur 1993: toponym not Setaia based on contradicting geographic evidence of place-name equation  toponym Appears as """"se-to-i-ja su-ke-re-o"""" on KN As 1516. Appears as """"se-to-i-ja  [[au-to|(au)-to]]"""" on KN Da 1392+. Appears as """"se-to-i-ja 'wa'"""" on KN Le 654. Appears as """"se-to-i-ja  mi-to-we-sa  a-ra-ro-mo-te-me-na"""" on KN Sd 4407+. KN As: da-*22-totoponym (ko)-(no)-(so)toponym KN Lc: (a)-ra-ka-te-ja? (da)-wi-jaethnic e-ra-jaethnic e-me-si-jo-jogen. anthroponym e-ro-pa-ke-ja? ri-jo-ni-jaethnic CUR: KN Sd? LANA: KN Lc OVIS: KN Da KN Dc KN Do KN Dq TELA: KN Lc VIR: KN As *142: KN Mc a-pi-ra-wohapax: KN As du-ni-jo: KN As ko-te-uhapax: KN Do ku-tohapax: KN As sa-u-ri-johapax: KN As su-ke-re: KN As te-ki-ri-ne-tohapax: KN Dq wa-ru-wo-qohapax: KN As wi-ja-ma-ropa-i-to: KN As wi-ra-ne-tori-jo-no: KN As Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 """"Place-Names of the Knossos Tablets Identification and Location"""" kar WNXIV.170 ka-to-ro"
𐀮𐀵𐀂𐀊,se-to-i-ja,"McArthur 1993: toponym not Setaia based on contradicting geographic evidence of place-name equation  toponym Appears as """"se-to-i-ja su-ke-re-o"""" on KN As 1516. Appears as """"se-to-i-ja  [[au-to|(au)-to]]"""" on KN Da 1392+. Appears as """"se-to-i-ja 'wa'"""" on KN Le 654. Appears as """"se-to-i-ja  mi-to-we-sa  a-ra-ro-mo-te-me-na"""" on KN Sd 4407+. KN As: da-*22-totoponym (ko)-(no)-(so)toponym KN Lc: (a)-ra-ka-te-ja? (da)-wi-jaethnic e-ra-jaethnic e-me-si-jo-jogen. anthroponym e-ro-pa-ke-ja? ri-jo-ni-jaethnic CUR: KN Sd? LANA: KN Lc OVIS: KN Da KN Dc KN Do KN Dq TELA: KN Lc VIR: KN As *142: KN Mc a-pi-ra-wohapax: KN As du-ni-jo: KN As ko-te-uhapax: KN Do ku-tohapax: KN As sa-u-ri-johapax: KN As su-ke-re: KN As te-ki-ri-ne-tohapax: KN Dq wa-ru-wo-qohapax: KN As wi-ja-ma-ropa-i-to: KN As wi-ra-ne-tori-jo-no: KN As Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 """"Place-Names of the Knossos Tablets Identification and Location"""" kar WNXIV.170 ka-to-ro"
𐀮𐀺𐀵,se-wo-to,annotation to toponym qa-ra Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀀𐀫,si-a-ro,porks
𐀯𐀅𐀍,si-da-jo,anthroponym cf. toponym Σίδαι Σίδη KN Dl: ma-ri KN Dl: OVIS LANA KN Od: LANA (if reading of anthroponym ]si-da-jo is complete) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀊𐀉𐀸,si-ja-du-we,toponym LANA: KN Dl OVIS: KN Dl ke-u-sahapax: KN Dl (po-ti-ni-ja-we-jo) ]ki-to: KN Dk (ma)-di-qoda-wo: KN Dl (po-ti-ni-ja-we-jo) te-wa-jo: KN Dl (po-ti-ni-ja-we-jo) ]-*83-re-to: KN Dl (po-ti-ni-ja-we-jo) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀊𐀔𐀵,si-ja-ma-to,probably a theonym in nominative and dative KN Fp: pa-de pa-si-te-o-itheonym qe-ra-si-jatheonym KN U: a3-ki-si-joanthroponym me-wo-ni-joanthroponym etc. OLE: KN Fp [[*177]]: KN U Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀊𐁆𐀫,si-ja-pu2-ro,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀍𐀺𐀳,si-jo-wo-te,"Ramón 2011: dative-locative -wo-te 'provided with'  toponym locative Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Ramón J.L. García 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean Onomastics"""""
𐀯𐀑𐀵,si-ki-to,anthroponym KN Da: pu-so KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀔𐀒,si-ma-ko,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀖𐀳𐀄,si-mi-te-u,anthroponym cf. Σμινθεύς (epithet of Apollo in the Iliad) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀗,si-mo,anthroponym cf. Σῖμος Σίμων TUN: KN Sc Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀚𐀁𐀊,si-ne-e-ja,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀛𐀵,si-ni-to,anthroponym KN Dg: ti-jaanthroponym KN Dg: ru-ki-to Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀝𐀐,si-nu-ke,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀝𐀗𐀫,si-nu-mo-ro,anthroponym? CAP: KN Mc *150: KN Mc Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀞𐀲𐀈,si-pa-ta-do,anthroponym Chadwick John and Michael Ventris 1973 Documents in Myceanaean Greek
𐀯𐀟𐀸,si-pe-we,"McArthur 1993: uncertain toponym Van Spitael & Faure 1977  toponym locative? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek McArthur Jennifer 1993 Suplementos a MINOS núm. 9 """"Place-Names in the Knossos Tablets Identification and Location"""" Van Spitael M.A. and Paul Faure 1977 ΚΡΗΤΟΛΟΓΙΑ 5 «Villes et villages de la Crète centrale. Listes inédites de l'époque Vénetienne comparées aux tablettes de Knosos»"
𐀯𐀨𐀒,si-ra-ko,"anthroponym Appears as """"si-ra-ko  // qi-ri-ja-to"""" on KN Ai 5976+. Appears as """"si-ra-ko  qi-ri-ja-to"""" on KN B 822. MUL: KN Ai? OVIS: KN Db VIR: KN B? ra-ja: KN Db Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀯𐀨𐀫,si-ra-ro,"McArthur 1993  toponym In KN C: o-du-ru-wi-joethnic ku-ta-i-totoponym ri-jo-notoponym a-pa-ta-watoponym wa-totoponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek McArthur Jennifer 1993 Suplementos a MINOS núm. 9 """"Place-Names in the Knossos Tablets Identification and Location"""""
𐀯𐀨𐀰,si-ra-so,"(as si-(ra)-so) McArthur 1993: toponym """"hapax unless [[si-ra-si-ja|(si)-ra-si-ja]] in [KN] X 794.a is the ethnic form."""" McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 """"Place-Names in the Knossos Tablets Identification and Location"""""
𐀯𐀲𐀫,si-ta-ro,anthroponym OVIS: KN De KN Dg da-wo: KN De qa-mo: KN Dg Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀵,si-to,'grain' Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐀵,si-to,wheat
𐀯𐀵𐀡𐀴𐀛𐀊,si-to-po-ti-ni-ja,"Hiller 2011: 'Lady of the Grain' 'Mistress of grain' """"Bronze Age predecessor of Demeter or one of her epithets"""" van Leuven 1979: epithet of Demeter or Leto  epithet of Demeter cf. Σιτώ Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Hiller Stefan 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Religion and Cult"""" van Leuven Jon C. 1979 Kadmos Band 18 Heft 2 “Mycenaean Goddesses Called Potnia”"
𐀯𐀼,si-za,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐁀𐀫,si-a2-ro,fat hogs cf. σίαλος (Iliad XXI 363+) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀯𐁆,si-pu2,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀇𐀛𐀒,su-di-ni-ko,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀊𐀵,su-ja-to,"meaning obscure Appears as """"e-ne-si-da-o-ne  su-ja-to"""" on KN M 719. *146: KN M Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀱𐀐𐀩,su-ke-re,anthroponym  genitive of su-ke-re Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀑𐀪𐀲,su-ki-ri-ta,"McArthur 1993: toponym probably Sybrita based on non-contradicting geographic evidence of place-name equation  toponym cf. Σύβριτα  locative plural?  anthroponym Appears as """"su-ki-ri-ta-jo  wo-we-u"""" on KN C 911. su-ki-ri-ta (KN Dn): e-ko-sotoponym CAP: KN C OVIS: KN Db KN Df KN Dl KN Dn a-re-ta2?(pu)-(na)-(so): KN Df ]a-*56-no: KN Dv da-na-johapax: KN Db ki-mu-ku(if same as ki-mu-ko: a-ka pa-i-to): KN Db ki-u-ro: KN Dl po-ri-wohapax: KN C Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 """"Place-Names in the Knossos Tablets Identification and Location"""" kar WNXIV.169 OVIS inventory"
𐀱𐀒,su-ko,fig
𐀱𐀒𐀚,su-ko-ne,meaning obscure OLE: KN Fp? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀔𐀜,su-ma-no,anthroponym KN Dh: ti-ri-to Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀖,su-mi,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀗𐀜𐀤,su-mo-no-qe,anthroponym + connective enclitic -qe LANA: KN Od Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀡,su-po,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀢𐀺,su-pu-wo,anthroponym genitive? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀦𐀲,su-qo-ta,'swineherd' cf. συβώτης cf. a-no-qo-ta-o a-pi-qo-ta-o pe-ri-qo-ta-o qe-re-qo-ta-o wi-jo-qo-ta-o  genitive of su-qo-ta Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀦𐀲,su-qo-ta,porks herders
𐀱𐀪𐀗,su-ri-mo,"Melena 1974: toponym Σύλαμος (but as McArthur 1993 and Faure 1967 note Silamo isn't attested in writing with certainty until 1248 CE)  toponym Palaeolexicon: anthroponym  ethnic adjective of su-ri-mo LANA: KN Dl OVIS: KN Da KN Db KN Dc KN De KN Df KN Dg KN Dl KN Dv VIR: KN Am *168+SE: KN Pp da-to-ro: KN Dk KN Dv ki-ta-ne-to: KN Am KN Da KN Da: e-ro-u-tahapax KN Db: a3-ku-pi-ti-johapax KN Dc: di-ka-ta-ro wi-da-ka-sohapax KN Df: a-du-ru-po-tohapax a-tu-ko qa-i-pohapax KN Dl: i-pe-tahapax KN Dv: au-ri-joa-ka ku-ta-to wi-na-to KN Pp: a-na-re-uhapax Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Faure Paul 1967 Kadmos 6 «Toponymes préhelléniques dans la Crète moderne» McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 """"Place-Names in the Knossos Tablets Identification and Location"""" Melena José L. 1974 Minos 15 """"Coriander on the Knossos tablets"""""
𐀱𐀬𐀰,su-ru-so,anthroponym KN Dv: OVIS KN Dv: da-wo Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀮,su-se,anthroponym KN Da: ra-to KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀲𐀜,su-ta-no,anthroponym KN Da: ra-to KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀱𐀼,su-za,fig-trees cf. συκέα Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek See also: Linear B AB17: za is ka2?
𐀱𐀼,su-za,fig trees
𐀲𐀄𐀙𐀰,ta-u-na-so,anthroponym KO: KN Ga OVIS: KN De KN Dv qa-mo: KN Ga? qa-ra: KN De Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀄𐀞𐀉𐀸,ta-u-pa-du-we,anthroponym KN E: pa-na-sohapax anthroponym ta-ra-qohapax anthroponym pu-na-so?toponym KN E: GRA Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀄𐀡𐀜,ta-u-po-no,"Duhoux 2011: no obvious Greek interpretation  anthroponym ma [[*177]]: KN U Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II """"Interpreting the Linear B Records: Some Guidelines"""""
𐀲𐀆𐀰,ta-de-so,anthroponym cf. Τάρδησσος OVIS: KN De KN Df e-ko-so: KN De ja-(po)?: KN V ru-ki-to: KN Df Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀇𐁒𐀰,ta-di-*22-so,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀖𐀆𐀰,ta-mi-de-so,anthroponym KN Dl: e-ra KN Dl: OVIS LANA Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀖𐀋𐀄,ta-mi-je-u,anthroponym cf. Ταμίας Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀖𐀳𐀗,ta-mi-te-mo,meaning obscure destination of offerings? KN Fs: HORD OLE Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀙𐀡𐀰,ta-na-po-so,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀙𐀵,ta-na-to,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀛𐀒,ta-ni-ko,anthroponym anthroponym + connective enclitic -qe Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀞𐀁𐀃𐀳,ta-pa-e-o-te,"""""describing men apparently contrasting with a-pe-o-te 'absent': possibly an adverb"""" cf. ταρφέες """"effectively meaning 'present'"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀲𐀞𐀅𐀜,ta-pa-da-no,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀞𐀜,ta-pa-no,anthroponym KN Sc: BIG Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀟𐀊,ta-pe-ja,carpets
𐀲𐀟𐀫,ta-pe-ro,anthroponym KN Da: e-ra? KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀨𐀕𐀵,ta-ra-me-to,anthroponym? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀨𐀖𐀏,ta-ra-mi-ka,kind of chamber
𐀲𐀨𐀝,ta-ra-nu,beam footstool cf. θρῆνυς  plural Chadwick John and Michael Ventris 1973 Documents in Myceanean Greek
𐀲𐀨𐀝𐀸,ta-ra-nu-we,beams
𐀲𐀨𐀦,ta-ra-qo,anthroponym KN E: GRA Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀨𐀯𐀊,ta-ra-si-ja,"Duhoux 2008: """"weighed quantity (of items to be processed) [...] can be compared with the corveé a form of forced or statutory work"""" cf. ταλασία 'wool processing'  """"amount weighed out and issued for processing"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World """"Mycenaean Anthology"""""
𐀲𐀨𐀯𐀊,ta-ra-si-ja,name of a system
𐀲𐀨𐀵,ta-ra-to,anthroponym cf. Στράτων Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀨𐀵,ta-ra-to,anthroponym cf. Στράτων Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀨𐀵,ta-ra-to,anthroponym cf. Στράτων Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀨𐀵,ta-ra-to,anthroponym cf. Στράτων Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀨𐀵𐀜,ta-ra-to-no,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀩𐀄,ta-re-u,anthroponym cf. Θαλῆς Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀲𐀯𐀒𐀜,ta-si-ko-no,anthroponym? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
